State  Code,District Code,Sub District Code,Geographic Subdivision,Name,Total/Rural/Urban,NV_Inhabited,NV_Uninhabited,Number of towns,Number of households,P_Total,P_Males,P_Females,Area(sq.km),Population per sq. km.
18.0,314,02088,SUB-DISTRICT,Donka,Total,547,21,2.0,51609.0,295358,151187,144171,3067.813729380409,96.27637987644445
18.0,314,02088,SUB-DISTRICT,Donka,Rural,547,21,0.0,48211.0,277495,142163,135332,3053.813729380409,90.86834515486353
18.0,314,02088,SUB-DISTRICT,Donka,Urban,0,0,2.0,3398.0,17863,9024,8839,14.0,1275.9285714285713
18.0,314,02089,SUB-DISTRICT,Diphu,Total,805,67,3.0,57945.0,289850,150597,139253,2723.0260595868517,106.44407863066033
18.0,314,02089,SUB-DISTRICT,Diphu,Rural,805,67,0.0,39718.0,205668,106883,98785,2703.0860595868517,76.08636775383872
18.0,314,02089,SUB-DISTRICT,Diphu,Urban,0,0,3.0,18227.0,84182,43714,40468,19.94,4221.765295887662
18.0,314,02090,SUB-DISTRICT,Phuloni,Total,991,84,2.0,50854.0,279848,141653,138195,2787.004670565772,100.41174417665754
18.0,314,02090,SUB-DISTRICT,Phuloni,Rural,991,84,0.0,48790.0,268927,136148,132779,2783.4946705657717,96.6148787147985
18.0,314,02090,SUB-DISTRICT,Phuloni,Urban,0,0,2.0,2064.0,10921,5505,5416,3.51,3111.3960113960115
18.0,314,02091,SUB-DISTRICT,Silonijan,Total,369,37,0.0,17238.0,91257,46730,44527,1856.1555404669664,49.16452205133726
18.0,314,02091,SUB-DISTRICT,Silonijan,Rural,369,37,0.0,17238.0,91257,46730,44527,1856.1555404669664,49.16452205133726
18.0,314,02091,SUB-DISTRICT,Silonijan,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,315,00000,DISTRICT,Dima Hasao,Total,676,19,4.0,42252.0,214102,110802,103300,4888.0,43.80155482815057
18.0,315,00000,DISTRICT,Dima Hasao,Rural,676,19,0.0,29289.0,151613,77817,73796,4866.23,31.156151682102987
18.0,315,00000,DISTRICT,Dima Hasao,Urban,0,0,4.0,12963.0,62489,32985,29504,21.77,2870.4180064308684
18.0,315,02092,SUB-DISTRICT,Umrangso,Total,197,4,1.0,10149.0,49952,26169,23783,1199.3846579378117,41.64802315037618
18.0,315,02092,SUB-DISTRICT,Umrangso,Rural,197,4,0.0,7748.0,39576,20594,18982,1195.4046579378116,33.10678081869985
18.0,315,02092,SUB-DISTRICT,Umrangso,Urban,0,0,1.0,2401.0,10376,5575,4801,3.98,2607.035175879397
18.0,315,02093,SUB-DISTRICT,Haflong,Total,152,4,1.0,15139.0,76721,39764,36957,1349.4591119317793,56.85314902959325
18.0,315,02093,SUB-DISTRICT,Haflong,Rural,152,4,0.0,6400.0,32965,16926,16039,1336.6691119317793,24.66204964694543
18.0,315,02093,SUB-DISTRICT,Haflong,Urban,0,0,1.0,8739.0,43756,22838,20918,12.79,3421.110242376857
18.0,315,02094,SUB-DISTRICT,Mahur,Total,130,5,1.0,5875.0,33859,17305,16554,713.114725365273,47.48043869470887
18.0,315,02094,SUB-DISTRICT,Mahur,Rural,130,5,0.0,5374.0,31738,16102,15636,710.114725365273,44.6941865396108
18.0,315,02094,SUB-DISTRICT,Mahur,Urban,0,0,1.0,501.0,2121,1203,918,3.0,707.0
18.0,315,02095,SUB-DISTRICT,Maibong,Total,197,6,1.0,11089.0,53570,27564,26006,1626.0415047651356,32.9450385140923
18.0,315,02095,SUB-DISTRICT,Maibong,Rural,197,6,0.0,9767.0,47334,24195,23139,1624.0415047651356,29.14580684121451
18.0,315,02095,SUB-DISTRICT,Maibong,Urban,0,0,1.0,1322.0,6236,3369,2867,2.0,3118.0
18.0,316,00000,DISTRICT,Cachar,Total,998,42,19.0,379955.0,1736617,886284,850333,3786.0,458.6944004226096
18.0,316,00000,DISTRICT,Cachar,Rural,998,42,0.0,310750.0,1421153,727083,694070,3721.41,381.8856293716629
18.0,316,00000,DISTRICT,Cachar,Urban,0,0,19.0,69205.0,315464,159201,156263,64.59,4884.099705836817
18.0,316,02096,SUB-DISTRICT,Katigora,Total,215,6,2.0,62857.0,291875,150246,141629,733.2207247364826,398.07249052445843
18.0,316,02096,SUB-DISTRICT,Katigora,Rural,215,6,0.0,60274.0,280006,144215,135791,725.2907247364826,386.06036234881344
18.0,316,02096,SUB-DISTRICT,Katigora,Urban,0,0,2.0,2583.0,11869,6031,5838,7.93,1496.72131147541
18.0,316,02097,SUB-DISTRICT,Silchar,Total,245,1,15.0,156321.0,704465,359728,344737,870.9613840215565,808.8360895487926
18.0,316,02097,SUB-DISTRICT,Silchar,Rural,245,1,0.0,93682.0,420198,216248,203950,818.5513840215565,513.3434604136398
18.0,316,02097,SUB-DISTRICT,Silchar,Urban,0,0,15.0,62639.0,284267,143480,140787,52.41,5423.907651211601
18.0,316,02098,SUB-DISTRICT,Udarbond,Total,86,12,1.0,27094.0,124090,63816,60274,445.0082217918864,278.8487805918162
18.0,316,02098,SUB-DISTRICT,Udarbond,Rural,86,12,0.0,25122.0,115039,59294,55745,442.4182217918864,260.0231960023436
18.0,316,02098,SUB-DISTRICT,Udarbond,Urban,0,0,1.0,1972.0,9051,4522,4529,2.59,3494.5945945945946
18.0,316,02099,SUB-DISTRICT,Sonai,Total,216,5,0.0,71698.0,324315,164471,159844,855.1389040420514,379.2541755111773
18.0,316,02099,SUB-DISTRICT,Sonai,Rural,216,5,0.0,71698.0,324315,164471,159844,855.1389040420514,379.2541755111773
18.0,316,02099,SUB-DISTRICT,Sonai,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,316,02100,SUB-DISTRICT,Lakhipur,Total,236,18,1.0,61985.0,291872,148023,143849,881.670765408023,331.0442077150265
18.0,316,02100,SUB-DISTRICT,Lakhipur,Rural,236,18,0.0,59974.0,281595,142855,138740,880.0107654080231,319.99040360538834
18.0,316,02100,SUB-DISTRICT,Lakhipur,Urban,0,0,1.0,2011.0,10277,5168,5109,1.66,6190.963855421687
18.0,317,00000,DISTRICT,Karimganj,Total,915,21,7.0,247714.0,1228686,625864,602822,1809.0,679.2072968490879
18.0,317,00000,DISTRICT,Karimganj,Rural,915,21,0.0,224563.0,1118986,570510,548476,1789.73,625.2261514306628
18.0,317,00000,DISTRICT,Karimganj,Urban,0,0,7.0,23151.0,109700,55354,54346,19.27,5692.786715101193
18.0,317,02101,SUB-DISTRICT,Karimganj,Total,175,4,3.0,56574.0,278300,141234,137066,174.72309557784985,1592.806028759949
18.0,317,02101,SUB-DISTRICT,Karimganj,Rural,175,4,0.0,41358.0,207087,105425,101662,164.74309557784986,1257.0299184534892
18.0,317,02101,SUB-DISTRICT,Karimganj,Urban,0,0,3.0,15216.0,71213,35809,35404,9.98,7135.571142284569
18.0,317,02102,SUB-DISTRICT,Badarpur,Total,80,1,4.0,32898.0,164703,83926,80777,142.9259832841526,1152.3656945745986
18.0,317,02102,SUB-DISTRICT,Badarpur,Rural,80,1,0.0,24963.0,126216,64381,61835,133.63598328415262,944.4761575303011
18.0,317,02102,SUB-DISTRICT,Badarpur,Urban,0,0,4.0,7935.0,38487,19545,18942,9.29,4142.841765339074
18.0,317,02103,SUB-DISTRICT,Nilambazar,Total,177,3,0.0,47637.0,242451,123247,119204,311.24227195582273,778.9783774435792
18.0,317,02103,SUB-DISTRICT,Nilambazar,Rural,177,3,0.0,47637.0,242451,123247,119204,311.24227195582273,778.9783774435792
18.0,317,02103,SUB-DISTRICT,Nilambazar,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,317,02104,SUB-DISTRICT,Patharkandi,Total,199,7,0.0,53614.0,261368,133698,127670,537.2483338014678,486.49383079629
18.0,317,02104,SUB-DISTRICT,Patharkandi,Rural,199,7,0.0,53614.0,261368,133698,127670,537.2483338014678,486.49383079629
18.0,317,02104,SUB-DISTRICT,Patharkandi,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,317,02105,SUB-DISTRICT,Ramkrishna Nagar,Total,284,6,0.0,56991.0,281864,143759,138105,642.8603153807071,438.45294732974435
18.0,317,02105,SUB-DISTRICT,Ramkrishna Nagar,Rural,284,6,0.0,56991.0,281864,143759,138105,642.8603153807071,438.45294732974435
18.0,317,02105,SUB-DISTRICT,Ramkrishna Nagar,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,318,00000,DISTRICT,Hailakandi,Total,330,1,3.0,143350.0,659296,337890,321406,1327.0,496.8319517709118
18.0,318,00000,DISTRICT,Hailakandi,Rural,330,1,0.0,133091.0,611156,313747,297409,1316.47,464.2384558706237
18.0,318,00000,DISTRICT,Hailakandi,Urban,0,0,3.0,10259.0,48140,24143,23997,10.53,4571.699905033239
18.0,318,02106,SUB-DISTRICT,Algapur,Total,69,0,1.0,26783.0,121379,62627,58752,147.019076651236,825.6003422463309
18.0,318,02106,SUB-DISTRICT,Algapur,Rural,69,0,0.0,26050.0,118647,61154,57493,145.239076651236,816.9082504215322
18.0,318,02106,SUB-DISTRICT,Algapur,Urban,0,0,1.0,733.0,2732,1473,1259,1.78,1534.8314606741574
18.0,318,02107,SUB-DISTRICT,Hailakandi,Total,64,0,1.0,36922.0,166897,85818,81079,170.82936291933612,976.9807552277009
18.0,318,02107,SUB-DISTRICT,Hailakandi,Rural,64,0,0.0,29922.0,133260,68975,64285,166.2793629193361,801.42236330702
18.0,318,02107,SUB-DISTRICT,Hailakandi,Urban,0,0,1.0,7000.0,33637,16843,16794,4.55,7392.747252747253
18.0,318,02108,SUB-DISTRICT,Lala,Total,87,0,1.0,44670.0,202943,103440,99503,335.5389125683346,604.8270182632525
18.0,318,02108,SUB-DISTRICT,Lala,Rural,87,0,0.0,42144.0,191172,97613,93559,331.3389125683346,576.9681517880068
18.0,318,02108,SUB-DISTRICT,Lala,Urban,0,0,1.0,2526.0,11771,5827,5944,4.2,2802.6190476190477
18.0,318,02109,SUB-DISTRICT,Katlichara,Total,110,1,0.0,34975.0,168077,86005,82072,673.6126478610933,249.51580189845163
18.0,318,02109,SUB-DISTRICT,Katlichara,Rural,110,1,0.0,34975.0,168077,86005,82072,673.6126478610933,249.51580189845163
18.0,318,02109,SUB-DISTRICT,Katlichara,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,319,00000,DISTRICT,Bongaigaon,Total,535,28,5.0,150018.0,738804,375818,362986,1093.0,675.9414455626716
18.0,319,00000,DISTRICT,Bongaigaon,Rural,535,28,0.0,125095.0,628994,319786,309208,1061.31,592.658130046829
18.0,319,00000,DISTRICT,Bongaigaon,Urban,0,0,5.0,24923.0,109810,56032,53778,31.69,3465.130956137583
18.0,319,02110,SUB-DISTRICT,Bongaigaon (Pt),Total,79,5,2.0,34763.0,156095,78941,77154,204.5828972508378,762.9914430658048
18.0,319,02110,SUB-DISTRICT,Bongaigaon (Pt),Rural,79,5,0.0,16028.0,73877,36962,36915,187.2728972508378,394.488476893949
18.0,319,02110,SUB-DISTRICT,Bongaigaon (Pt),Urban,0,0,2.0,18735.0,82218,41979,40239,17.31,4749.740034662045
18.0,319,02111,SUB-DISTRICT,Boitamari,Total,125,22,1.0,24641.0,127396,64926,62470,300.9356323875164,423.3330529498464
18.0,319,02111,SUB-DISTRICT,Boitamari,Rural,125,22,0.0,23573.0,121652,61995,59657,298.1156323875164,408.06984533392813
18.0,319,02111,SUB-DISTRICT,Boitamari,Urban,0,0,1.0,1068.0,5744,2931,2813,2.82,2036.8794326241136
18.0,319,02112,SUB-DISTRICT,Srijangram,Total,211,0,1.0,51966.0,266700,136284,130416,352.5500641013233,756.4883038096687
18.0,319,02112,SUB-DISTRICT,Srijangram,Rural,211,0,0.0,48403.0,250853,128348,122505,347.8100641013233,721.235599229015
18.0,319,02112,SUB-DISTRICT,Srijangram,Urban,0,0,1.0,3563.0,15847,7936,7911,4.74,3343.248945147679
18.0,319,02115,SUB-DISTRICT,Bijni (Pt),Total,83,1,0.0,25840.0,130242,66112,64130,171.476083709017,759.5344912414237
18.0,319,02115,SUB-DISTRICT,Bijni (Pt),Rural,83,1,0.0,25840.0,130242,66112,64130,171.476083709017,759.5344912414237
18.0,319,02115,SUB-DISTRICT,Bijni (Pt),Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,319,02114,SUB-DISTRICT,Sidli (Pt),Total,37,0,1.0,12808.0,58371,29555,28816,63.45532255130566,919.8755542185634
18.0,319,02114,SUB-DISTRICT,Sidli (Pt),Rural,37,0,0.0,11251.0,52370,26369,26001,56.63532255130566,924.6879445695445
18.0,319,02114,SUB-DISTRICT,Sidli (Pt),Urban,0,0,1.0,1557.0,6001,3186,2815,6.82,879.9120234604105
18.0,320,00000,DISTRICT,Chirang,Total,501,7,3.0,97395.0,482162,244860,237302,1923.0,250.73426937077483
18.0,320,00000,DISTRICT,Chirang,Rural,501,7,0.0,89823.0,446825,226895,219930,1910.94,233.82471453839472
18.0,320,00000,DISTRICT,Chirang,Urban,0,0,3.0,7572.0,35337,17965,17372,12.06,2930.099502487562
18.0,320,02004,SUB-DISTRICT,Kokrajhar (Pt),Total,13,0,1.0,4765.0,22001,11266,10735,19.844950166544553,1108.644759264259
18.0,320,02004,SUB-DISTRICT,Kokrajhar (Pt),Rural,13,0,0.0,1726.0,8152,4140,4012,14.964950166544554,544.7395353326672
18.0,320,02004,SUB-DISTRICT,Kokrajhar (Pt),Urban,0,0,1.0,3039.0,13849,7126,6723,4.88,2837.909836065574
18.0,320,02113,SUB-DISTRICT,Bengtol,Total,86,1,0.0,9984.0,49941,25377,24564,663.0209897168352,75.32340721419534
18.0,320,02113,SUB-DISTRICT,Bengtol,Rural,86,1,0.0,9984.0,49941,25377,24564,663.0209897168352,75.32340721419534
18.0,320,02113,SUB-DISTRICT,Bengtol,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,320,02114,SUB-DISTRICT,Sidli (Pt),Total,134,1,1.0,31941.0,158881,81074,77807,270.9312237210086,586.4255799604983
18.0,320,02114,SUB-DISTRICT,Sidli (Pt),Rural,134,1,0.0,30334.0,150650,76917,73733,266.7512237210086,564.7584213430366
18.0,320,02114,SUB-DISTRICT,Sidli (Pt),Urban,0,0,1.0,1607.0,8231,4157,4074,4.18,1969.1387559808613
18.0,320,02110,SUB-DISTRICT,Bongaigaon (Pt),Total,6,0,0.0,1747.0,8253,4139,4114,9.558061917655492,863.4595665001078
18.0,320,02110,SUB-DISTRICT,Bongaigaon (Pt),Rural,6,0,0.0,1747.0,8253,4139,4114,9.558061917655492,863.4595665001078
18.0,320,02110,SUB-DISTRICT,Bongaigaon (Pt),Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,320,02115,SUB-DISTRICT,Bijni (Pt),Total,254,5,1.0,46984.0,233586,118248,115338,912.8833768159828,255.877153568857
18.0,320,02115,SUB-DISTRICT,Bijni (Pt),Rural,254,5,0.0,44058.0,220329,111566,108763,909.8833768159828,242.15081362516187
18.0,320,02115,SUB-DISTRICT,Bijni (Pt),Urban,0,0,1.0,2926.0,13257,6682,6575,3.0,4419.0
18.0,320,02018,SUB-DISTRICT,Barnagar (Pt),Total,8,0,0.0,1974.0,9500,4756,4744,46.75701129951905,203.17808465439103
18.0,320,02018,SUB-DISTRICT,Barnagar (Pt),Rural,8,0,0.0,1974.0,9500,4756,4744,46.75701129951905,203.17808465439103
18.0,320,02018,SUB-DISTRICT,Barnagar (Pt),Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,321,00000,DISTRICT,Kamrup,Total,1037,31,16.0,311114.0,1517542,778461,739081,3105.0,488.741384863124
18.0,321,00000,DISTRICT,Kamrup,Rural,1037,31,0.0,280269.0,1375148,706140,669008,3031.46,453.6256457284609
18.0,321,00000,DISTRICT,Kamrup,Urban,0,0,16.0,30845.0,142394,72321,70073,73.54,1936.2795757410931
18.0,321,02141,SUB-DISTRICT,Goreswar (Pt),Total,27,0,0.0,7910.0,38061,19444,18617,54.345534314453545,700.3519328703597
18.0,321,02141,SUB-DISTRICT,Goreswar (Pt),Rural,27,0,0.0,7910.0,38061,19444,18617,54.345534314453545,700.3519328703597
18.0,321,02141,SUB-DISTRICT,Goreswar (Pt),Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,321,02116,SUB-DISTRICT,Rangia (Pt),Total,83,0,2.0,34016.0,155333,80630,74703,185.57570862936942,837.0330424561656
18.0,321,02116,SUB-DISTRICT,Rangia (Pt),Rural,83,0,0.0,26811.0,122800,63713,59087,173.1157086293694,709.3521493356077
18.0,321,02116,SUB-DISTRICT,Rangia (Pt),Urban,0,0,2.0,7205.0,32533,16917,15616,12.46,2610.99518459069
18.0,321,02117,SUB-DISTRICT,Koya,Total,28,0,0.0,6620.0,32350,16667,15683,53.73388702422355,602.0409427186318
18.0,321,02117,SUB-DISTRICT,Koya,Rural,28,0,0.0,6620.0,32350,16667,15683,53.73388702422355,602.0409427186318
18.0,321,02117,SUB-DISTRICT,Koya,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,321,02118,SUB-DISTRICT,Kamalpur,Total,116,0,0.0,38177.0,169235,88582,80653,251.06189349028224,674.0768088987209
18.0,321,02118,SUB-DISTRICT,Kamalpur,Rural,116,0,0.0,38177.0,169235,88582,80653,251.06189349028224,674.0768088987209
18.0,321,02118,SUB-DISTRICT,Kamalpur,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,321,02119,SUB-DISTRICT,Hajo,Total,125,8,4.0,52362.0,262531,134603,127928,413.7532365488455,634.5110486380618
18.0,321,02119,SUB-DISTRICT,Hajo,Rural,125,8,0.0,43317.0,221090,113992,107098,392.10323654884553,563.8566055867232
18.0,321,02119,SUB-DISTRICT,Hajo,Urban,0,0,4.0,9045.0,41441,20611,20830,21.65,1914.133949191686
18.0,321,02120,SUB-DISTRICT,Chhaygaon,Total,144,5,0.0,25411.0,121628,61741,59887,471.1433754572484,258.15496160156994
18.0,321,02120,SUB-DISTRICT,Chhaygaon,Rural,144,5,0.0,25411.0,121628,61741,59887,471.1433754572484,258.15496160156994
18.0,321,02120,SUB-DISTRICT,Chhaygaon,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,321,02121,SUB-DISTRICT,Goroimari,Total,77,1,0.0,24026.0,134387,68426,65961,176.57932736041772,761.0573786233846
18.0,321,02121,SUB-DISTRICT,Goroimari,Rural,77,1,0.0,24026.0,134387,68426,65961,176.57932736041772,761.0573786233846
18.0,321,02121,SUB-DISTRICT,Goroimari,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,321,02122,SUB-DISTRICT,Chamaria,Total,59,1,0.0,22989.0,126604,64987,61617,140.0309509908727,904.1144054520641
18.0,321,02122,SUB-DISTRICT,Chamaria,Rural,59,1,0.0,22989.0,126604,64987,61617,140.0309509908727,904.1144054520641
18.0,321,02122,SUB-DISTRICT,Chamaria,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,321,02123,SUB-DISTRICT,Nagarbera,Total,27,1,0.0,15112.0,78280,40281,37999,114.39217126927232,684.3125638006605
18.0,321,02123,SUB-DISTRICT,Nagarbera,Rural,27,1,0.0,15112.0,78280,40281,37999,114.39217126927232,684.3125638006605
18.0,321,02123,SUB-DISTRICT,Nagarbera,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,321,02124,SUB-DISTRICT,Boko,Total,138,2,0.0,23509.0,111880,56415,55465,513.8268166318221,217.7387329322023
18.0,321,02124,SUB-DISTRICT,Boko,Rural,138,2,0.0,23509.0,111880,56415,55465,513.8268166318221,217.7387329322023
18.0,321,02124,SUB-DISTRICT,Boko,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,321,02125,SUB-DISTRICT,Palasbari,Total,182,12,8.0,50418.0,239026,121926,117100,639.494980386913,373.7730667649375
18.0,321,02125,SUB-DISTRICT,Palasbari,Rural,182,12,0.0,38383.0,182428,93104,89324,610.444980386913,298.8442953276039
18.0,321,02125,SUB-DISTRICT,Palasbari,Urban,0,0,8.0,12035.0,56598,28822,27776,29.05,1948.2960413080893
18.0,321,02126,SUB-DISTRICT,North Guwahati (Pt),Total,31,1,2.0,10564.0,48227,24759,23468,91.06211789627883,529.6055166971989
18.0,321,02126,SUB-DISTRICT,North Guwahati (Pt),Rural,31,1,0.0,8004.0,36405,18788,17617,80.68211789627884,451.2152252473165
18.0,321,02126,SUB-DISTRICT,North Guwahati (Pt),Urban,0,0,2.0,2560.0,11822,5971,5851,10.38,1138.921001926782
18.0,322,00000,DISTRICT,Kamrup Metropolitan,Total,204,12,12.0,293112.0,1253938,647585,606353,955.0,1313.0240837696335
18.0,322,00000,DISTRICT,Kamrup Metropolitan,Rural,204,12,0.0,45484.0,216927,111062,105865,692.5699999999999,313.2203242993488
18.0,322,00000,DISTRICT,Kamrup Metropolitan,Urban,0,0,12.0,247628.0,1037011,536523,500488,262.43,3951.5718477308233
18.0,322,02127,SUB-DISTRICT,Azara,Total,18,3,5.0,14642.0,64247,33558,30689,141.5553706715734,453.8648000086219
18.0,322,02127,SUB-DISTRICT,Azara,Rural,18,3,0.0,6266.0,28281,15178,13103,121.1153706715734,233.50463151938933
18.0,322,02127,SUB-DISTRICT,Azara,Urban,0,0,5.0,8376.0,35966,18380,17586,20.44,1759.5890410958903
18.0,322,02126,SUB-DISTRICT,North Guwahati (Pt),Total,5,0,2.0,6482.0,28400,14337,14063,33.64199067088064,844.1831007515876
18.0,322,02126,SUB-DISTRICT,North Guwahati (Pt),Rural,5,0,0.0,2151.0,9217,4688,4529,24.62199067088064,374.34016295443354
18.0,322,02126,SUB-DISTRICT,North Guwahati (Pt),Urban,0,0,2.0,4331.0,19183,9649,9534,9.02,2126.718403547672
18.0,322,02128,SUB-DISTRICT,Guwahati,Total,0,0,1.0,100947.0,433771,224424,209347,99.87,4343.3563632722535
18.0,322,02128,SUB-DISTRICT,Guwahati,Rural,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,322,02128,SUB-DISTRICT,Guwahati,Urban,0,0,1.0,100947.0,433771,224424,209347,99.87,4343.3563632722535
18.0,322,02129,SUB-DISTRICT,Dispur,Total,5,0,0.0,131101.0,534872,277263,257609,128.46,4163.724116456484
18.0,322,02129,SUB-DISTRICT,Dispur,Rural,5,0,0.0,1279.0,6309,3237,3072,9.27000000000001,680.5825242718439
18.0,322,02129,SUB-DISTRICT,Dispur,Urban,0,0,0.0,129822.0,528563,274026,254537,119.19,4434.625388035909
18.0,322,02130,SUB-DISTRICT,Sonapur,Total,138,4,3.0,29840.0,143371,72735,70636,401.9987437077205,356.64539316132823
18.0,322,02130,SUB-DISTRICT,Sonapur,Rural,138,4,0.0,26799.0,128949,65325,63624,394.3187437077205,327.01717089964257
18.0,322,02130,SUB-DISTRICT,Sonapur,Urban,0,0,3.0,3041.0,14422,7410,7012,7.68,1877.8645833333335
18.0,322,02131,SUB-DISTRICT,Chandrapur,Total,38,5,1.0,10100.0,49277,25268,24009,149.4743146274928,329.6686800190652
18.0,322,02131,SUB-DISTRICT,Chandrapur,Rural,38,5,0.0,8989.0,44171,22634,21537,143.2443146274928,308.3612785252022
18.0,322,02131,SUB-DISTRICT,Chandrapur,Urban,0,0,1.0,1111.0,5106,2634,2472,6.23,819.5826645264847
18.0,323,00000,DISTRICT,Nalbari,Total,455,1,11.0,155248.0,771639,396006,375633,1052.0,733.4971482889733
18.0,323,00000,DISTRICT,Nalbari,Rural,455,1,0.0,137601.0,688909,353677,335232,996.56,691.2870273741672
18.0,323,00000,DISTRICT,Nalbari,Urban,0,0,11.0,17647.0,82730,42329,40401,55.44,1492.2438672438673
18.0,323,02142,SUB-DISTRICT,Barama (Pt),Total,5,0,0.0,2806.0,13642,7073,6569,19.049855320831817,716.1209242928948
18.0,323,02142,SUB-DISTRICT,Barama (Pt),Rural,5,0,0.0,2806.0,13642,7073,6569,19.049855320831817,716.1209242928948
18.0,323,02142,SUB-DISTRICT,Barama (Pt),Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,323,02132,SUB-DISTRICT,Tihu (Pt),Total,28,0,1.0,14472.0,67656,34363,33293,95.41383470601396,709.0795607205129
18.0,323,02132,SUB-DISTRICT,Tihu (Pt),Rural,28,0,0.0,13431.0,63057,32026,31031,94.01383470601395,670.720433829579
18.0,323,02132,SUB-DISTRICT,Tihu (Pt),Urban,0,0,1.0,1041.0,4599,2337,2262,1.4,3285.0
18.0,323,02133,SUB-DISTRICT,Pachim Nalbari,Total,49,0,5.0,26113.0,127252,65105,62147,142.09953090733018,895.5131603002056
18.0,323,02133,SUB-DISTRICT,Pachim Nalbari,Rural,49,0,0.0,19956.0,97791,50238,47553,123.07953090733018,794.535039897328
18.0,323,02133,SUB-DISTRICT,Pachim Nalbari,Urban,0,0,5.0,6157.0,29461,14867,14594,19.02,1548.9484752891694
18.0,323,02134,SUB-DISTRICT,Barkhetri,Total,124,0,0.0,38037.0,202196,103949,98247,372.6831351306331,542.5413197973827
18.0,323,02134,SUB-DISTRICT,Barkhetri,Rural,124,0,0.0,38037.0,202196,103949,98247,372.6831351306331,542.5413197973827
18.0,323,02134,SUB-DISTRICT,Barkhetri,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,323,02135,SUB-DISTRICT,Barbhag,Total,59,0,1.0,13494.0,67544,34595,32949,98.02824464275737,689.0259051985417
18.0,323,02135,SUB-DISTRICT,Barbhag,Rural,59,0,0.0,12649.0,63540,32610,30930,96.38824464275737,659.209016986434
18.0,323,02135,SUB-DISTRICT,Barbhag,Urban,0,0,1.0,845.0,4004,1985,2019,1.64,2441.4634146341464
18.0,323,02136,SUB-DISTRICT,Nalbari,Total,81,1,4.0,32257.0,154826,79835,74991,128.95239383525794,1200.6446363283235
18.0,323,02136,SUB-DISTRICT,Nalbari,Rural,81,1,0.0,22653.0,110160,56695,53465,95.57239383525794,1152.63409839757
18.0,323,02136,SUB-DISTRICT,Nalbari,Urban,0,0,4.0,9604.0,44666,23140,21526,33.38,1338.1066506890352
18.0,323,02137,SUB-DISTRICT,Banekuchi,Total,23,0,0.0,8228.0,40559,20982,19577,53.6030876611467,756.6541736624346
18.0,323,02137,SUB-DISTRICT,Banekuchi,Rural,23,0,0.0,8228.0,40559,20982,19577,53.6030876611467,756.6541736624346
18.0,323,02137,SUB-DISTRICT,Banekuchi,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,323,02138,SUB-DISTRICT,Ghograpar (Pt),Total,84,0,0.0,18305.0,90376,46196,44180,131.2577601458845,688.5383378442
18.0,323,02138,SUB-DISTRICT,Ghograpar (Pt),Rural,84,0,0.0,18305.0,90376,46196,44180,131.2577601458845,688.5383378442
18.0,323,02138,SUB-DISTRICT,Ghograpar (Pt),Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,323,02139,SUB-DISTRICT,Baganpara (Pt),Total,2,0,0.0,1536.0,7588,3908,3680,10.912157650144321,695.3711853585293
18.0,323,02139,SUB-DISTRICT,Baganpara (Pt),Rural,2,0,0.0,1536.0,7588,3908,3680,10.912157650144321,695.3711853585293
18.0,323,02139,SUB-DISTRICT,Baganpara (Pt),Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
18.0,324,00000,DISTRICT,Baksa,Total,679,11,2.0,191701.0,950075,481330,468745,2457.0,386.68091168091166
18.0,324,00000,DISTRICT,Baksa,Rural,679,11,0.0,189249.0,937833,475027,462806,2451.14,382.61094837504186
18.0,324,00000,DISTRICT,Baksa,Urban,0,0,2.0,2452.0,12242,6303,5939,5.86,2089.078498293515
18.0,324,02018,SUB-DISTRICT,Barnagar (Pt),Total,87,5,1.0,28275.0,139149,71168,67981,368.3731892926536,377.7392167632842
