State  Code,District Code,Sub District Code,Geographic Subdivision,Name,Total/Rural/Urban,NV_Inhabited,NV_Uninhabited,Number of towns,Number of households,P_Total,P_Males,P_Females,Area(sq.km),Population per sq. km.
0.0,000,00000,INDIA,INDIA,Total,597608,43324,7933.0,249501663.0,1210854977,623270258,587584719,3287469.0,382.0
0.0,000,00000,INDIA,INDIA,Rural,597608,43324,0.0,168612897.0,833748852,427781058,405967794,3101473.97,279.0
0.0,000,00000,INDIA,INDIA,Urban,0,0,7933.0,80888766.0,377106125,195489200,181616925,102252.03,3685.0
1.0,000,00000,STATE,JAMMU & KASHMIR,Total,6337,216,122.0,2119718.0,12541302,6640662,5900640,222236.0,124.0
1.0,000,00000,STATE,JAMMU & KASHMIR,Rural,6337,216,0.0,1553433.0,9108060,4774477,4333583,220990.1,91.0
1.0,000,00000,STATE,JAMMU & KASHMIR,Urban,0,0,122.0,566285.0,3433242,1866185,1567057,1245.9,2755.0
1.0,001,00000,DISTRICT,Kupwara,Total,353,9,10.0,113929.0,870354,474190,396164,2379.0,366.0
1.0,001,00000,DISTRICT,Kupwara,Rural,353,9,0.0,101930.0,765625,412038,353587,2331.66,328.0
1.0,001,00000,DISTRICT,Kupwara,Urban,0,0,10.0,11999.0,104729,62152,42577,47.34,2212.0
1.0,001,00001,SUB-DISTRICT,Kupwara,Total,118,4,7.0,63022.0,540914,297837,243077,301.94,1791.0
1.0,001,00001,SUB-DISTRICT,Kupwara,Rural,118,4,0.0,56014.0,465323,252856,212467,275.03,1692.0
1.0,001,00001,SUB-DISTRICT,Kupwara,Urban,0,0,7.0,7008.0,75591,44981,30610,26.91,2809.0
1.0,001,00002,SUB-DISTRICT,Handwara,Total,196,3,1.0,39485.0,269311,141882,127429,291.47,924.0
1.0,001,00002,SUB-DISTRICT,Handwara,Rural,196,3,0.0,37474.0,255711,134503,121208,282.97,904.0
1.0,001,00002,SUB-DISTRICT,Handwara,Urban,0,0,1.0,2011.0,13600,7379,6221,8.5,1600.0
1.0,001,00003,SUB-DISTRICT,Karnah,Total,39,2,2.0,11422.0,60129,34471,25658,69.89,860.0
1.0,001,00003,SUB-DISTRICT,Karnah,Rural,39,2,0.0,8442.0,44591,24679,19912,57.96,769.0
1.0,001,00003,SUB-DISTRICT,Karnah,Urban,0,0,2.0,2980.0,15538,9792,5746,11.93,1302.0
1.0,002,00000,DISTRICT,Badgam,Total,462,12,9.0,103363.0,753745,398041,355704,1361.0,554.0
1.0,002,00000,DISTRICT,Badgam,Rural,462,12,0.0,89417.0,655833,343385,312448,1311.95,500.0
1.0,002,00000,DISTRICT,Badgam,Urban,0,0,9.0,13946.0,97912,54656,43256,49.05,1996.0
1.0,002,00004,SUB-DISTRICT,Khag,Total,49,0,0.0,8799.0,67596,34457,33139,61.12,1106.0
1.0,002,00004,SUB-DISTRICT,Khag,Rural,49,0,0.0,8799.0,67596,34457,33139,61.12,1106.0
1.0,002,00004,SUB-DISTRICT,Khag,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,002,00005,SUB-DISTRICT,Beerwah,Total,102,2,2.0,20914.0,163333,87277,76056,134.07,1218.0
1.0,002,00005,SUB-DISTRICT,Beerwah,Rural,102,2,0.0,19161.0,149671,80103,69568,126.77,1181.0
1.0,002,00005,SUB-DISTRICT,Beerwah,Urban,0,0,2.0,1753.0,13662,7174,6488,7.3,1872.0
1.0,002,00006,SUB-DISTRICT,Khansahib,Total,96,3,1.0,16432.0,123312,64227,59085,125.91,979.0
1.0,002,00006,SUB-DISTRICT,Khansahib,Rural,96,3,0.0,16080.0,120682,62783,57899,121.61,992.0
1.0,002,00006,SUB-DISTRICT,Khansahib,Urban,0,0,1.0,352.0,2630,1444,1186,4.3,612.0
1.0,002,00007,SUB-DISTRICT,Budgam,Total,95,2,2.0,19774.0,133855,70182,63673,146.16,916.0
1.0,002,00007,SUB-DISTRICT,Budgam,Rural,95,2,0.0,16517.0,111056,57359,53697,131.44,845.0
1.0,002,00007,SUB-DISTRICT,Budgam,Urban,0,0,2.0,3257.0,22799,12823,9976,14.72,1549.0
1.0,002,00008,SUB-DISTRICT,Chadoora,Total,104,4,3.0,30390.0,212233,113529,98704,194.67,1090.0
1.0,002,00008,SUB-DISTRICT,Chadoora,Rural,104,4,0.0,23904.0,164945,86218,78727,172.74,955.0
1.0,002,00008,SUB-DISTRICT,Chadoora,Urban,0,0,3.0,6486.0,47288,27311,19977,21.93,2156.0
1.0,002,00009,SUB-DISTRICT,Charar- E- Shrief,Total,16,1,1.0,7054.0,53416,28369,25047,58.85,908.0
1.0,002,00009,SUB-DISTRICT,Charar- E- Shrief,Rural,16,1,0.0,4956.0,41883,22465,19418,58.05,721.0
1.0,002,00009,SUB-DISTRICT,Charar- E- Shrief,Urban,0,0,1.0,2098.0,11533,5904,5629,0.8,14416.0
1.0,003,00000,DISTRICT,Leh(Ladakh),Total,111,1,3.0,21909.0,133487,78971,54516,45110.0,3.0
1.0,003,00000,DISTRICT,Leh(Ladakh),Rural,111,1,0.0,14905.0,87816,48411,39405,45085.99,2.0
1.0,003,00000,DISTRICT,Leh(Ladakh),Urban,0,0,3.0,7004.0,45671,30560,15111,24.01,1902.0
1.0,003,00010,SUB-DISTRICT,Leh,Total,60,1,3.0,15497.0,93961,56597,37364,171.06,549.0
1.0,003,00010,SUB-DISTRICT,Leh,Rural,60,1,0.0,8493.0,48290,26037,22253,147.05,328.0
1.0,003,00010,SUB-DISTRICT,Leh,Urban,0,0,3.0,7004.0,45671,30560,15111,24.01,1902.0
1.0,003,00011,SUB-DISTRICT,Nubra,Total,28,0,0.0,3606.0,22433,13740,8693,166.82,134.0
1.0,003,00011,SUB-DISTRICT,Nubra,Rural,28,0,0.0,3606.0,22433,13740,8693,166.82,134.0
1.0,003,00011,SUB-DISTRICT,Nubra,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,003,00012,SUB-DISTRICT,Khalsi,Total,23,0,0.0,2806.0,17093,8634,8459,56.01,305.0
1.0,003,00012,SUB-DISTRICT,Khalsi,Rural,23,0,0.0,2806.0,17093,8634,8459,56.01,305.0
1.0,003,00012,SUB-DISTRICT,Khalsi,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,004,00000,DISTRICT,Kargil,Total,125,2,1.0,18338.0,140802,77785,63017,14036.0,10.0
1.0,004,00000,DISTRICT,Kargil,Rural,125,2,0.0,16147.0,124464,67703,56761,14033.86,9.0
1.0,004,00000,DISTRICT,Kargil,Urban,0,0,1.0,2191.0,16338,10082,6256,2.14,7635.0
1.0,004,00013,SUB-DISTRICT,Kargil,Total,64,2,1.0,10867.0,86461,49431,37030,84.16,1027.0
1.0,004,00013,SUB-DISTRICT,Kargil,Rural,64,2,0.0,8676.0,70123,39349,30774,82.02,855.0
1.0,004,00013,SUB-DISTRICT,Kargil,Urban,0,0,1.0,2191.0,16338,10082,6256,2.14,7635.0
1.0,004,00014,SUB-DISTRICT,Sanku,Total,36,0,0.0,5144.0,40548,21346,19202,60.49,670.0
1.0,004,00014,SUB-DISTRICT,Sanku,Rural,36,0,0.0,5144.0,40548,21346,19202,60.49,670.0
1.0,004,00014,SUB-DISTRICT,Sanku,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,004,00015,SUB-DISTRICT,Zanskar,Total,25,0,0.0,2327.0,13793,7008,6785,43.11,320.0
1.0,004,00015,SUB-DISTRICT,Zanskar,Rural,25,0,0.0,2327.0,13793,7008,6785,43.11,320.0
1.0,004,00015,SUB-DISTRICT,Zanskar,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,005,00000,DISTRICT,Punch,Total,170,8,3.0,90261.0,476835,251899,224936,1674.0,285.0
1.0,005,00000,DISTRICT,Punch,Rural,170,8,0.0,83045.0,438205,229774,208431,1649.92,266.0
1.0,005,00000,DISTRICT,Punch,Urban,0,0,3.0,7216.0,38630,22125,16505,24.08,1604.0
1.0,005,00016,SUB-DISTRICT,Haveli,Total,49,2,1.0,25558.0,132767,71538,61229,278.42,477.0
1.0,005,00016,SUB-DISTRICT,Haveli,Rural,49,2,0.0,20615.0,105913,55475,50438,268.06,395.0
1.0,005,00016,SUB-DISTRICT,Haveli,Urban,0,0,1.0,4943.0,26854,16063,10791,10.36,2592.0
1.0,005,00017,SUB-DISTRICT,Mandi,Total,37,0,0.0,16313.0,77947,41365,36582,196.28,397.0
1.0,005,00017,SUB-DISTRICT,Mandi,Rural,37,0,0.0,16313.0,77947,41365,36582,196.28,397.0
1.0,005,00017,SUB-DISTRICT,Mandi,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,005,00018,SUB-DISTRICT,Mendhar,Total,51,5,1.0,25334.0,141366,73297,68069,424.69,333.0
1.0,005,00018,SUB-DISTRICT,Mendhar,Rural,51,5,0.0,24428.0,136333,70776,65557,415.84,328.0
1.0,005,00018,SUB-DISTRICT,Mendhar,Urban,0,0,1.0,906.0,5033,2521,2512,8.85,569.0
1.0,005,00019,SUB-DISTRICT,Surankote,Total,33,1,1.0,23056.0,124755,65699,59056,250.23,499.0
1.0,005,00019,SUB-DISTRICT,Surankote,Rural,33,1,0.0,21689.0,118012,62158,55854,245.36,481.0
1.0,005,00019,SUB-DISTRICT,Surankote,Urban,0,0,1.0,1367.0,6743,3541,3202,4.87,1385.0
1.0,006,00000,DISTRICT,Rajouri,Total,375,10,4.0,130401.0,642415,345351,297064,2630.0,244.0
1.0,006,00000,DISTRICT,Rajouri,Rural,375,10,0.0,122645.0,590101,310748,279353,2608.11,226.0
1.0,006,00000,DISTRICT,Rajouri,Urban,0,0,4.0,7756.0,52314,34603,17711,21.89,2390.0
1.0,006,00020,SUB-DISTRICT,Thanamandi,Total,32,0,1.0,13644.0,67773,35472,32301,148.69,456.0
1.0,006,00020,SUB-DISTRICT,Thanamandi,Rural,32,0,0.0,12673.0,62283,32373,29910,144.51,431.0
1.0,006,00020,SUB-DISTRICT,Thanamandi,Urban,0,0,1.0,971.0,5490,3099,2391,4.18,1313.0
1.0,006,00021,SUB-DISTRICT,Darhal,Total,11,1,0.0,7612.0,36227,19121,17106,80.3,451.0
1.0,006,00021,SUB-DISTRICT,Darhal,Rural,11,1,0.0,7612.0,36227,19121,17106,80.3,451.0
1.0,006,00021,SUB-DISTRICT,Darhal,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,006,00022,SUB-DISTRICT,Rajauri,Total,118,3,1.0,36640.0,189067,103307,85760,593.49,319.0
1.0,006,00022,SUB-DISTRICT,Rajauri,Rural,118,3,0.0,32276.0,159581,84130,75451,580.6,275.0
1.0,006,00022,SUB-DISTRICT,Rajauri,Urban,0,0,1.0,4364.0,29486,19177,10309,12.89,2288.0
1.0,006,00023,SUB-DISTRICT,Budhal,Total,51,1,0.0,23676.0,123050,64990,58060,468.25,263.0
1.0,006,00023,SUB-DISTRICT,Budhal,Rural,51,1,0.0,23676.0,123050,64990,58060,468.25,263.0
1.0,006,00023,SUB-DISTRICT,Budhal,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,006,00024,SUB-DISTRICT,Kalakote,Total,68,1,0.0,16243.0,72667,37864,34803,412.96,176.0
1.0,006,00024,SUB-DISTRICT,Kalakote,Rural,68,1,0.0,16243.0,72667,37864,34803,412.96,176.0
1.0,006,00024,SUB-DISTRICT,Kalakote,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,006,00025,SUB-DISTRICT,Nowshehra,Total,52,4,1.0,18323.0,89416,50146,39270,482.03,185.0
1.0,006,00025,SUB-DISTRICT,Nowshehra,Rural,52,4,0.0,17040.0,79008,42417,36591,477.4,165.0
1.0,006,00025,SUB-DISTRICT,Nowshehra,Urban,0,0,1.0,1283.0,10408,7729,2679,4.63,2248.0
1.0,006,00026,SUB-DISTRICT,Sunderbani,Total,43,0,1.0,14263.0,64215,34451,29764,333.43,193.0
1.0,006,00026,SUB-DISTRICT,Sunderbani,Rural,43,0,0.0,13125.0,57285,29853,27432,333.24,172.0
1.0,006,00026,SUB-DISTRICT,Sunderbani,Urban,0,0,1.0,1138.0,6930,4598,2332,0.19,36474.0
1.0,007,00000,DISTRICT,Kathua,Total,496,16,6.0,119583.0,616435,326109,290326,2502.0,246.0
1.0,007,00000,DISTRICT,Kathua,Rural,496,16,0.0,101651.0,526722,278126,248596,2458.84,214.0
1.0,007,00000,DISTRICT,Kathua,Urban,0,0,6.0,17932.0,89713,47983,41730,43.16,2079.0
1.0,007,00027,SUB-DISTRICT,Billawar,Total,65,1,1.0,28687.0,150882,79699,71183,675.12,223.0
1.0,007,00027,SUB-DISTRICT,Billawar,Rural,65,1,0.0,27785.0,145904,77072,68832,668.77,218.0
1.0,007,00027,SUB-DISTRICT,Billawar,Urban,0,0,1.0,902.0,4978,2627,2351,6.35,784.0
1.0,007,00028,SUB-DISTRICT,Bashohli,Total,38,1,1.0,13312.0,70810,37177,33633,344.24,206.0
1.0,007,00028,SUB-DISTRICT,Bashohli,Rural,38,1,0.0,12206.0,65377,34351,31026,341.63,191.0
1.0,007,00028,SUB-DISTRICT,Bashohli,Urban,0,0,1.0,1106.0,5433,2826,2607,2.61,2082.0
1.0,007,00029,SUB-DISTRICT,Bani,Total,33,0,0.0,8096.0,45996,23889,22107,468.12,98.0
1.0,007,00029,SUB-DISTRICT,Bani,Rural,33,0,0.0,8096.0,45996,23889,22107,468.12,98.0
1.0,007,00029,SUB-DISTRICT,Bani,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,007,00030,SUB-DISTRICT,Kathua,Total,163,8,3.0,41206.0,210949,112702,98247,563.89,374.0
1.0,007,00030,SUB-DISTRICT,Kathua,Rural,163,8,0.0,27005.0,139941,74698,65243,533.69,262.0
1.0,007,00030,SUB-DISTRICT,Kathua,Urban,0,0,3.0,14201.0,71008,38004,33004,30.2,2351.0
1.0,007,00031,SUB-DISTRICT,Hiranagar,Total,197,6,1.0,28282.0,137798,72642,65156,388.92,354.0
1.0,007,00031,SUB-DISTRICT,Hiranagar,Rural,197,6,0.0,26559.0,129504,68116,61388,384.92,336.0
1.0,007,00031,SUB-DISTRICT,Hiranagar,Urban,0,0,1.0,1723.0,8294,4526,3768,4.0,2074.0
1.0,008,00000,DISTRICT,Baramula,Total,509,9,7.0,152635.0,1008039,534733,473306,4243.0,238.0
1.0,008,00000,DISTRICT,Baramula,Rural,509,9,0.0,125346.0,825539,432399,393140,4179.44,198.0
1.0,008,00000,DISTRICT,Baramula,Urban,0,0,7.0,27289.0,182500,102334,80166,63.56,2871.0
1.0,008,00032,SUB-DISTRICT,Sopore,Total,57,1,1.0,33709.0,219913,113426,106487,170.09,1293.0
1.0,008,00032,SUB-DISTRICT,Sopore,Rural,57,1,0.0,22517.0,148621,75856,72765,151.19,983.0
1.0,008,00032,SUB-DISTRICT,Sopore,Urban,0,0,1.0,11192.0,71292,37570,33722,18.9,3772.0
1.0,008,00033,SUB-DISTRICT,Rafiabad,Total,77,0,1.0,14178.0,92639,47728,44911,113.34,817.0
1.0,008,00033,SUB-DISTRICT,Rafiabad,Rural,77,0,0.0,13246.0,85624,43789,41835,107.34,798.0
1.0,008,00033,SUB-DISTRICT,Rafiabad,Urban,0,0,1.0,932.0,7015,3939,3076,6.0,1169.0
1.0,008,00034,SUB-DISTRICT,Pattan,Total,94,1,1.0,28428.0,229155,123266,105889,181.34,1264.0
1.0,008,00034,SUB-DISTRICT,Pattan,Rural,94,1,0.0,26341.0,209617,110686,98931,181.06,1158.0
1.0,008,00034,SUB-DISTRICT,Pattan,Urban,0,0,1.0,2087.0,19538,12580,6958,0.28,69779.0
1.0,008,00035,SUB-DISTRICT,Baramulla,Total,42,0,1.0,24196.0,149649,79675,69974,122.36,1223.0
1.0,008,00035,SUB-DISTRICT,Baramulla,Rural,42,0,0.0,12471.0,78215,40998,37217,98.38,795.0
1.0,008,00035,SUB-DISTRICT,Baramulla,Urban,0,0,1.0,11725.0,71434,38677,32757,23.98,2979.0
1.0,008,00036,SUB-DISTRICT,Kreeri,Total,50,0,0.0,11402.0,66954,34447,32507,84.19,795.0
1.0,008,00036,SUB-DISTRICT,Kreeri,Rural,50,0,0.0,11402.0,66954,34447,32507,84.19,795.0
1.0,008,00036,SUB-DISTRICT,Kreeri,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,008,00037,SUB-DISTRICT,Uri,Total,41,7,1.0,12109.0,74867,41827,33040,160.05,468.0
1.0,008,00037,SUB-DISTRICT,Uri,Rural,41,7,0.0,11139.0,65501,35153,30348,155.15,422.0
1.0,008,00037,SUB-DISTRICT,Uri,Urban,0,0,1.0,970.0,9366,6674,2692,4.9,1911.0
1.0,008,00038,SUB-DISTRICT,Boniyar,Total,52,0,0.0,11912.0,72564,39566,32998,95.59,759.0
1.0,008,00038,SUB-DISTRICT,Boniyar,Rural,52,0,0.0,11912.0,72564,39566,32998,95.59,759.0
1.0,008,00038,SUB-DISTRICT,Boniyar,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,008,00039,SUB-DISTRICT,Tangmarg ,Total,96,0,2.0,16701.0,102298,54798,47500,111.43,918.0
1.0,008,00039,SUB-DISTRICT,Tangmarg ,Rural,96,0,0.0,16318.0,98443,51904,46539,101.93,966.0
1.0,008,00039,SUB-DISTRICT,Tangmarg ,Urban,0,0,2.0,383.0,3855,2894,961,9.5,406.0
1.0,009,00000,DISTRICT,Bandipore,Total,119,3,3.0,58392.0,392232,207680,184552,345.0,1137.0
1.0,009,00000,DISTRICT,Bandipore,Rural,119,3,0.0,48794.0,326871,172263,154608,295.37,1107.0
1.0,009,00000,DISTRICT,Bandipore,Urban,0,0,3.0,9598.0,65361,35417,29944,49.63,1317.0
1.0,009,00040,SUB-DISTRICT,Gurez,Total,28,0,0.0,5026.0,37992,22978,15014,44.66,851.0
1.0,009,00040,SUB-DISTRICT,Gurez,Rural,28,0,0.0,5026.0,37992,22978,15014,44.66,851.0
1.0,009,00040,SUB-DISTRICT,Gurez,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,009,00041,SUB-DISTRICT,Bandipora,Total,41,1,1.0,28360.0,177738,93034,84704,116.21,1529.0
1.0,009,00041,SUB-DISTRICT,Bandipora,Rural,41,1,0.0,22776.0,140657,72858,67799,102.81,1368.0
1.0,009,00041,SUB-DISTRICT,Bandipora,Urban,0,0,1.0,5584.0,37081,20176,16905,13.4,2767.0
1.0,009,00042,SUB-DISTRICT,Sonawari,Total,50,2,2.0,25006.0,176502,91668,84834,184.0,959.0
1.0,009,00042,SUB-DISTRICT,Sonawari,Rural,50,2,0.0,20992.0,148222,76427,71795,147.77,1003.0
1.0,009,00042,SUB-DISTRICT,Sonawari,Urban,0,0,2.0,4014.0,28280,15241,13039,36.23,781.0
1.0,010,00000,DISTRICT,Srinagar,Total,11,0,5.0,191678.0,1236829,651124,585705,1979.0,625.0
1.0,010,00000,DISTRICT,Srinagar,Rural,11,0,0.0,2844.0,17313,8916,8397,1684.47,10.0
1.0,010,00000,DISTRICT,Srinagar,Urban,0,0,5.0,188834.0,1219516,642208,577308,294.53,4141.0
1.0,010,00043,SUB-DISTRICT,Srinagar (North),Total,8,0,3.0,188079.0,1216358,640847,575511,298.07,4081.0
1.0,010,00043,SUB-DISTRICT,Srinagar (North),Rural,8,0,0.0,1710.0,10910,5725,5185,11.59,941.0
1.0,010,00043,SUB-DISTRICT,Srinagar (North),Urban,0,0,3.0,186369.0,1205448,635122,570326,286.48,4208.0
1.0,010,00044,SUB-DISTRICT,Srinagar (South),Total,3,0,2.0,3599.0,20471,10277,10194,12.42,1648.0
1.0,010,00044,SUB-DISTRICT,Srinagar (South),Rural,3,0,0.0,1134.0,6403,3191,3212,4.37,1465.0
1.0,010,00044,SUB-DISTRICT,Srinagar (South),Urban,0,0,2.0,2465.0,14068,7086,6982,8.05,1748.0
1.0,011,00000,DISTRICT,Ganderbal,Total,113,2,3.0,45361.0,297446,158720,138726,259.0,1148.0
1.0,011,00000,DISTRICT,Ganderbal,Rural,113,2,0.0,38395.0,250407,133715,116692,233.6,1072.0
1.0,011,00000,DISTRICT,Ganderbal,Urban,0,0,3.0,6966.0,47039,25005,22034,25.4,1852.0
1.0,011,00045,SUB-DISTRICT,Lar,Total,42,0,1.0,13620.0,90694,48857,41837,82.92,1094.0
1.0,011,00045,SUB-DISTRICT,Lar,Rural,42,0,0.0,12072.0,80223,43281,36942,73.38,1093.0
1.0,011,00045,SUB-DISTRICT,Lar,Urban,0,0,1.0,1548.0,10471,5576,4895,9.54,1098.0
1.0,011,00046,SUB-DISTRICT,Kangan,Total,42,0,0.0,18326.0,120934,64723,56211,90.44,1337.0
1.0,011,00046,SUB-DISTRICT,Kangan,Rural,42,0,0.0,18326.0,120934,64723,56211,90.44,1337.0
1.0,011,00046,SUB-DISTRICT,Kangan,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,011,00047,SUB-DISTRICT,Ganderbal,Total,29,2,2.0,13415.0,85818,45140,40678,85.96,998.0
1.0,011,00047,SUB-DISTRICT,Ganderbal,Rural,29,2,0.0,7997.0,49250,25711,23539,70.1,703.0
1.0,011,00047,SUB-DISTRICT,Ganderbal,Urban,0,0,2.0,5418.0,36568,19429,17139,15.86,2306.0
1.0,012,00000,DISTRICT,Pulwama,Total,319,10,5.0,86241.0,560440,293064,267376,1086.0,516.0
1.0,012,00000,DISTRICT,Pulwama,Rural,319,10,0.0,75587.0,479978,248096,231882,1047.45,458.0
1.0,012,00000,DISTRICT,Pulwama,Urban,0,0,5.0,10654.0,80462,44968,35494,38.55,2087.0
1.0,012,00048,SUB-DISTRICT,Pampore,Total,23,3,2.0,12350.0,81564,42227,39337,112.41,726.0
1.0,012,00048,SUB-DISTRICT,Pampore,Rural,23,3,0.0,7618.0,50033,26255,23778,82.46,607.0
1.0,012,00048,SUB-DISTRICT,Pampore,Urban,0,0,2.0,4732.0,31531,15972,15559,29.95,1053.0
1.0,012,00049,SUB-DISTRICT,Awantipora,Total,43,3,1.0,12091.0,86507,47151,39356,116.92,740.0
1.0,012,00049,SUB-DISTRICT,Awantipora,Rural,43,3,0.0,11008.0,73860,38169,35691,111.92,660.0
1.0,012,00049,SUB-DISTRICT,Awantipora,Urban,0,0,1.0,1083.0,12647,8982,3665,5.0,2529.0
1.0,012,00050,SUB-DISTRICT,Tral,Total,66,0,1.0,18659.0,110196,57536,52660,117.87,935.0
1.0,012,00050,SUB-DISTRICT,Tral,Rural,66,0,0.0,16303.0,92352,47592,44760,117.27,788.0
1.0,012,00050,SUB-DISTRICT,Tral,Urban,0,0,1.0,2356.0,17844,9944,7900,0.6,29740.0
1.0,012,00051,SUB-DISTRICT,Pulwama,Total,187,4,1.0,43141.0,282173,146150,136023,288.68,977.0
1.0,012,00051,SUB-DISTRICT,Pulwama,Rural,187,4,0.0,40658.0,263733,136080,127653,285.68,923.0
1.0,012,00051,SUB-DISTRICT,Pulwama,Urban,0,0,1.0,2483.0,18440,10070,8370,3.0,6147.0
1.0,013,00000,DISTRICT,Shupiyan,Total,226,3,1.0,44411.0,266215,136480,129735,312.0,853.0
1.0,013,00000,DISTRICT,Shupiyan,Rural,226,3,0.0,41858.0,249855,127161,122694,306.56,815.0
1.0,013,00000,DISTRICT,Shupiyan,Urban,0,0,1.0,2553.0,16360,9319,7041,5.44,3007.0
1.0,013,00052,SUB-DISTRICT,Shopian,Total,226,3,1.0,44411.0,266215,136480,129735,311.73,854.0
1.0,013,00052,SUB-DISTRICT,Shopian,Rural,226,3,0.0,41858.0,249855,127161,122694,306.29,816.0
1.0,013,00052,SUB-DISTRICT,Shopian,Urban,0,0,1.0,2553.0,16360,9319,7041,5.44,3007.0
1.0,014,00000,DISTRICT,Anantnag,Total,335,7,12.0,153640.0,1078692,559767,518925,3574.0,302.0
1.0,014,00000,DISTRICT,Anantnag,Rural,335,7,0.0,117648.0,795805,411012,384793,3475.76,229.0
1.0,014,00000,DISTRICT,Anantnag,Urban,0,0,12.0,35992.0,282887,148755,134132,98.24,2880.0
1.0,014,00053,SUB-DISTRICT,Pahalgam,Total,65,1,2.0,19277.0,119884,62190,57694,125.22,957.0
1.0,014,00053,SUB-DISTRICT,Pahalgam,Rural,65,1,0.0,17300.0,104101,53290,50811,103.2,1009.0
1.0,014,00053,SUB-DISTRICT,Pahalgam,Urban,0,0,2.0,1977.0,15783,8900,6883,22.02,717.0
1.0,014,00054,SUB-DISTRICT,Bijbehara,Total,51,1,2.0,20450.0,146801,74275,72526,142.1,1033.0
1.0,014,00054,SUB-DISTRICT,Bijbehara,Rural,51,1,0.0,15770.0,112197,56259,55938,131.09,856.0
1.0,014,00054,SUB-DISTRICT,Bijbehara,Urban,0,0,2.0,4680.0,34604,18016,16588,11.01,3143.0
1.0,014,00055,SUB-DISTRICT,Anantnag,Total,82,4,4.0,48726.0,364763,187703,177060,188.83,1932.0
1.0,014,00055,SUB-DISTRICT,Anantnag,Rural,82,4,0.0,25995.0,179530,91832,87698,143.12,1254.0
1.0,014,00055,SUB-DISTRICT,Anantnag,Urban,0,0,4.0,22731.0,185233,95871,89362,45.71,4052.0
1.0,014,00056,SUB-DISTRICT,Shangus,Total,25,0,1.0,12400.0,74103,39062,35041,59.09,1254.0
1.0,014,00056,SUB-DISTRICT,Shangus,Rural,25,0,0.0,11192.0,66228,34917,31311,57.09,1160.0
1.0,014,00056,SUB-DISTRICT,Shangus,Urban,0,0,1.0,1208.0,7875,4145,3730,2.0,3938.0
1.0,014,00057,SUB-DISTRICT,Kokernag,Total,51,0,1.0,27343.0,173712,91173,82539,126.01,1379.0
1.0,014,00057,SUB-DISTRICT,Kokernag,Rural,51,0,0.0,26443.0,167159,87355,79804,123.01,1359.0
1.0,014,00057,SUB-DISTRICT,Kokernag,Urban,0,0,1.0,900.0,6553,3818,2735,3.0,2184.0
1.0,014,00058,SUB-DISTRICT,Dooru,Total,61,1,2.0,25444.0,199429,105364,94065,130.69,1526.0
1.0,014,00058,SUB-DISTRICT,Dooru,Rural,61,1,0.0,20948.0,166590,87359,79231,116.19,1434.0
1.0,014,00058,SUB-DISTRICT,Dooru,Urban,0,0,2.0,4496.0,32839,18005,14834,14.5,2265.0
1.0,015,00000,DISTRICT,Kulgam,Total,226,5,7.0,73728.0,424483,217620,206863,410.0,1035.0
1.0,015,00000,DISTRICT,Kulgam,Rural,226,5,0.0,59922.0,343870,175574,168296,360.2,955.0
1.0,015,00000,DISTRICT,Kulgam,Urban,0,0,7.0,13806.0,80613,42046,38567,49.8,1619.0
1.0,015,00059,SUB-DISTRICT,Kulgam,Total,161,2,6.0,49700.0,285773,145794,139979,265.36,1077.0
1.0,015,00059,SUB-DISTRICT,Kulgam,Rural,161,2,0.0,37288.0,214925,109277,105648,215.99,995.0
1.0,015,00059,SUB-DISTRICT,Kulgam,Urban,0,0,6.0,12412.0,70848,36517,34331,49.37,1435.0
1.0,015,00060,SUB-DISTRICT, Devsar,Total,15,1,1.0,4924.0,31893,16873,15020,20.37,1566.0
1.0,015,00060,SUB-DISTRICT, Devsar,Rural,15,1,0.0,3530.0,22128,11344,10784,19.94,1110.0
1.0,015,00060,SUB-DISTRICT, Devsar,Urban,0,0,1.0,1394.0,9765,5529,4236,0.43,22709.0
1.0,015,00061,SUB-DISTRICT,Damhal Hanjipora,Total,50,2,0.0,19104.0,106817,54953,51864,124.64,857.0
1.0,015,00061,SUB-DISTRICT,Damhal Hanjipora,Rural,50,2,0.0,19104.0,106817,54953,51864,124.64,857.0
1.0,015,00061,SUB-DISTRICT,Damhal Hanjipora,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
1.0,016,00000,DISTRICT,Doda,Total,402,4,2.0,79636.0,409936,213641,196295,8912.0,46.0
